id,keywords,jobId,jobTitle,jobType,description,industry,jobFunction,companyName,employmentType,companyUrl,companyAddress,seniorityLevel,pubTime,createdTime,updatedTime
88,social network analysis,1825289748,Data Scientist,linkedin,"Primerica currently has an opening for a Data Scientist at our corporate office in Duluth, Georgia:_We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to build and develop data models, and statistical models for business problems. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.RESPONSIBILITIESWork with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.Build effective data models, and creation of our data lakeAssess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.ESSENTIAL SKILLS &amp; EXPERIENCEStrong problem-solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Solid Experience in building ETL scripts and flowsKnowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.A drive to learn and master new technologies and techniques.Experience implementing data governance and data quality standardsREQUIRED SKILLS5-7 years of experience manipulating data sets and building statistical modelsBachelors in Statistics, Mathematics, Computer Science or another quantitative fieldFamiliar with the following software/tools:Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.",Financial Services,"Information Technology,Strategy/Planning,Analyst","Duluth, GA",Full-time,https://www.linkedin.com/company/primerica?trk=public_jobs_topcard_org_name,"Duluth, GA",Associate,2020/5/11,19/5/2020 20:41:33,19/5/2020 20:41:33
89,social network analysis,1859049820,9239 - Cyber Threat Intel Analyst,linkedin,"Company Description Zeneth Technology Partners is a top-rated cyber security firm. We are passionate about providing excellent service to our clients both government and commercial. Our collaborative environment encourages creativity, growth, and community, which allows you to have the opportunity to initiate and contribute to challenging projects, while continuing to grow in your professional career. Bring us your creativity, innovation, and your relentless focus on customer service and join a cyber security team at its best!Cyber Threat Intel AnalystWashington DCFull Time Job Overview Zeneth Technology Partners is seeking a strong writer with a research and analysis skill set to support our Cyber Threat Intelligence team. This mid-level position will support a leading cybersecurity team at a key Federal Agency. The CTI analyst will support researching cyber threats that may impact the customer, gather indicators of compromise, develop regular reporting from CTI to the agency, Security Operations Center and agency leadership, and provide general tech-writing support to the security team overall.Responsibilities and Duties Conducts and manages open source intelligence, social media intelligence, exploitation ad network analysis investigations. Relay cyber threat information to the Security Operations Center, Threat Hunt, Patch, and Vulnerability Management to help prevent the exploitation of threats in the future. Perform research and analysis to support security investigations. Assembling reporting and presentations and provide presentations to executive level leadership. Writing, edit and perform quality assurance review of security team documentation. Work with security team subject matter experts to translate technical data and information into documentation for non-technical audiences. Work with security team subject matter experts to assist with the development of Standard Operating Procedures and manuals. Qualifications  2 -5 years work experience as a CTI or Intelligence Analyst Bachelor__ degree (or work experience equivalent) Degree with a focus in Communications, English Writing, IT related fields or Policy is preferred. Work experience in IT or STEM fields preferred for equivalent experience. General understanding of IT and cyber security concepts Excellent written and verbal communications skills Delivery of well written and researched fact-based communications Experience developing writing and editing technical research and analysis, white papers, or in-depth technical articles. Experience performing research and gathering information using social media and open intelligence sources Ability to read /speak multiple languages is a plus Ability to interface with client Ability to work well with a team Writing samples required.__eneth Technology Partners is an Equal Opportunity and Affirmative Action Employer with a strong institutional commitment to the achievement of excellence and diversity among its faculty and staff.Zeneth Technology Partners shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified protected veterans.Zeneth Technology Partners shall abide by the requirements of 41CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities._",Information Technology and Services,Other,"Washington, DC",Full-time,https://www.linkedin.com/company/zeneth-technology-partners?trk=public_jobs_topcard_org_name,"Washington, DC",Entry level,2020/5/11,19/5/2020 20:41:34,19/5/2020 20:41:34
90,social network analysis,1855353054,Data Analyst,linkedin,"About AlphaVuAlphaVu is a Washington, D.C. based analytics and outreach company that specializes in social listening, data mining, and machine learning for clients in the public transportation and infrastructure, industry association, legislative, and policy industry arenas. Our analytic outlook is focused on social network analysis as a methodology aimed at creating growing, stable governing and business coalitions, rather than relying on outdated, reductionist market segmentation methodologies. Our techniques, combined with our real-world understanding of how people communicate and share information, empowers us to help our clients and partners deliver winning and unifying messages.AlphaVu__ Task at HandAlphaVu is quickly growing in the public transportation and infrastructure areas. We work closely with our clients in these industries to develop and implement outreach strategies based on analytic insights. AlphaVu is currently seeking a data analyst to produce client reports, manage digital outreach campaigns, and contribute to AlphaVu__ technological development. AlphaVu is also beginning to assist state governments in online contact tracing efforts during the coronavirus pandemic and is looking for additional support in this endeavor.Job DescriptionOur new Data Analyst will work with us to create and deliver analytic reports to our clients. This skill requires the ability to quickly synthesize information within evolving strategic frameworks. It also requires superior communications skills, including the ability to write clearly and succinctly, speak publicly, and generate visual representations of their ideas.We also expect the Data Analyst to assist in client communication campaigns as needed and to become familiar with implementing online digital outreach campaigns. This includes creating targeted audiences and setting ad placements using insights gleaned from market data.The Data Analyst will love working with and writing about analytics, all while helping to improve analytic frameworks that improve client and organizational decision making. While we don__ need a mathematician, they shouldn__ be a stranger to numbers. More importantly, they must have a passion for understanding how social data can be properly used and presented.AlphaVu is a small but growing company. Team members should feel comfortable working in a small office setting (and remotely for the time being). Candidates should be able to manage work independently, enthusiastically contribute to team projects, and be adaptable to the immediate needs of a small business._ResponsibilitiesCollect and analyze social data from online platforms and AlphaVu__ proprietary data analytics software.Manage and segment data using basic R and Python code.Synthesize large amounts of information into well-written reports and client presentations.Create and maintain client dashboards and visualizations using Tableau and similar software.Assist in COVID-19 online contact tracing efforts for government clients.Provide high-level customer support and communication for clients across our industries.Develop and implement digital outreach and strategic communication campaigns, including ad-supported placements.Understand and be able to use social media and search engine metrics in order to build and manage audiences.Assist in the planning and production of social media content and blog posts for both AlphaVu and our clients.Work with AlphaVu engineers on our ongoing systems development processes.QualificationsBachelor__ degree in the social sciences, engineering, statistics, or a related field.Up to 3 years of relevant work and/or research experience.Demonstrated understanding of social media performance analytics.Expertise in the use of Excel.Basic proficiency in R and Python.Ability to work both independently and in teams as required.Passion for pitching in and working across boundaries and narrowly defined rolls in a small and growing company.Very self-motivated, organized, pays attention to detail, and able to quickly learn new skills and techniques.Preferred Qualifications (not required)Experience with Facebook Ads Manager.Familiarity with Elastic Search and Kibana.Familiarity with Tableau.Salary and Benefits$55,000/year salary50% healthcare premiumTransit compensationBenefits $3,000 in value",Information Technology and Services,Information Technology,"Arlington, VA",Full-time,https://www.linkedin.com/company/alphavu?trk=public_jobs_topcard_org_name,"Arlington, VA",Entry level,2020/5/11,19/5/2020 20:41:36,19/5/2020 20:41:36
91,social network analysis,1842879665,Market Analyst,linkedin,"We're looking for a candidate to fill this position in an exciting company.This role is central to the company's Singapore and APAC presence, and will be responsible for providing market analysis to both internal clients as well as external stakeholders through media interviews, seminars, written reports, as well as website and social media content.The candidate will also be tasked to proactively network within the media industry in order to establish good relationships with key media contacts.At least 2 -3 years' experience with Derivatives/ FX/ Equities productsPrior experience in Market analysis, interviewing with TV networks/ radioExcellent presentation and communication skillsCMFAS Modules 1B and 6A",Internet,"Marketing,Sales",Singapore,Full-time,https://de.linkedin.com/company/jobleads-gmbh?trk=public_jobs_topcard_org_name,Singapore,Associate,2020/5/12,19/5/2020 20:41:37,19/5/2020 20:41:37
92,social network analysis,1860332116,Penetration Tester -Secret Required,linkedin,"Location:USA VA RosslynFull Part/Time:Full timeJob Req:RQ38483Type Of RequisitionRegularClearance Level Must Currently PossessSecretClearance Level Must Be Able To ObtainTop Secret/SCISuitabilityNo Suitability RequiredPublic Trust/Other RequiredNACLC (T3)Job FamilyCyber SecurityJob DescriptionProvides Penetration Testing and Vulnerability Analysis support to a cabinet level federal agency. Contributes to a team of information assurance professionals working to improve technical security posture. Duties include writing reports, briefing event details to leadership, and coordinating remediation with personnel throughout the globe.In Addition The Candidate Must Possess The Following Skill SetMust possess six (6) years of substantive IT knowledge and demonstrate hands-on expertise and/or training in areas of emerging technologies. The candidate must have hands-on experience and expertise with ethical hacking, firewall and intrusion detection/prevention technologies, secure coding practices and threat modeling. Be a self-starter with, keen analytical skills, curiosity, agility, and adaptability. The ability to work quickly, willingness to work on ad hoc assignments, work independently as needed, strong written and verbal communication skills, and recognizing the importance of being a team player.Able to conduct Penetration Tests and Vulnerability Analysis using Automated and Manual TTPs.Have an understanding of common Web Application vulnerabilities like SQLi, XSS, CSRF, and HTTP Flooding.Must be able to use at least two of the following proficiently and instruct others on them: Nessus, Burp, Metasploit Framework/Pro, and the Social Engineering Toolkit.Must have solid working experience and knowledge of Windows and Unix/Linux operating systemFirm understanding of network and system architecture and analysis. Fundamentals of network routing &amp; switching, assessing network device configurations, and operating systems (Windows/*nix)Scripting (Windows/*nix), Bash, Python, Perl or Ruby, Systems ProgrammingStrong familiarity with at least one of the following: OWASP top 10, PTES and NSA Vulnerability and Penetration Testing Standards.Must be able to work alone or in a small group.Secret security clearance requiredDaily ResponsibilitiesPerforms Penetration Tests and Vulnerability Analysis on web and other applications, network infrastructure and operating system infrastructures.Briefs executive summary and findings to stakeholders to include Sr. LeadershipHave an understanding of how to create unique exploit code, bypass AV and mimic adversarial threats.Assesses the current state of the customer's system security by identifying all vulnerabilities and security measures.Helps customer perform analysis and mitigation of security vulnerabilities.Researches and maintains proficiency in tools, techniques, countermeasures, and trends in computer network vulnerabilities, data hiding and network security and encryption.Provide support to incident response teams through capability enhancement and reporting.Mentor Jr and Mid staff members by creating and teaching latest techniques in ethical hacking and vulnerability analysis.#cjobs#dicepost#gdjobs#CSOSFeaturedArticle#GDITPriorityScheduled Weekly Hours40Travel RequiredT elecommuting Options:Telecommuting Not AllowedWork Location:USA VA RosslynAdditional Work Locations:We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done. GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",Online Media,Other,"Arlington, VA",Full-time,https://www.linkedin.com/company/jobs-interviewing-now-from-hcs?trk=public_jobs_topcard_org_name,"Arlington, VA",Entry level,2020/5/12,19/5/2020 20:41:38,19/5/2020 20:41:38
93,social network analysis,1860369796,JIDO Intelligence Integrator (Task 5) must have TS/SCI eligibility,linkedin,"Location:USA VA RestonFull Part/Time:Full timeJob Req:RQ35554Type Of RequisitionPipelineClearance Level Must Currently PossessTop Secret/SCIClearance Level Must Be Able To ObtainTop Secret/SCISuitabilityNo Suitability RequiredPublic Trust/Other RequiredNoneJob FamilyIntelligenceJob DescriptionWe are currently seekingSpecial Operations Forces (SOF) Intelligence Integratorsto serve on a unique, multi-discipline team assisting Special Operations Forces' (SOF) operational and tactical commanders, their staffs and their subordinate units with fusing operations and intelligence information in an effective, seamless process to enhance their effectiveness against threat networks that facilitate or employ Improvised Explosive Devices (IEDs).The Team will ensure SOF assets are kept abreast of all current and emerging customer processes, methodologies, and Tactics, Techniques &amp; Procedures (TTP) for attacking networks that utilize IEDs.Detailed ResponsibilitiesThe SOF Intelligence Integrator will assist in developing processes that focus on developing SOF Situational Understanding of threat networks and enabling DOD, IA, and IC communities of action focused on dismantling, disrupting, and defeating those networks. The Intelligence Integrator will prioritize and categorize requests for support, conduct near- and long-term analyses of device and network-centric problem sets, fusing multiple intelligence disciplines to support the application of operational capabilities in order to facilitate disruption and defeat of threat networks that employ or facilitate IEDs.The SOF Intelligence Integrator will focus on problem sets at the tactical through operational levels while applying a thorough understanding of ISR integration and the ops/intelligence fusion process to compile, collate, analyze and evaluate all sources of information (to include unevaluated intelligence and open source data) associated with IEDs and their employment/facilitation by terrorist, insurgent, or criminal networks.The SOF Intelligence Integrator will work closely with other members of a multi-discipline team to identify capabilities and vulnerabilities of targeted enemy organizations, identify trends, patterns and key nodes and highlighting their relationships to the targeted enemy networks. The Intelligence Integrator must possess a thorough understanding of the intelligence process to compile, collate, analyze, produce, and evaluate all-source intelligence and provide subject matter expertise. The Integrator must be able to provide guidance and mentorship to junior analysts and should be able to provide daily feedback to the team lead on product development. The Intelligence Integrator must also possess the ability to effectively communicate both orally and in writing.The SOF Intelligence Integrator must have a strong operational background and experience in shaping intelligence products that support tactical or strategic goals set forth by the supported unit commander in order to create actionable target support packages. The Intelligence Integrator should also possess an understanding of IEDs as well as the local, regional, and global networks that facilitate IED construction, design, and usage.Successful applicants will have documented experience working with multidiscipline operations/intelligence teams and familiarity with other elements of the DoD, the interagency and coalition partners.The SOF Intelligence Integrator must have the ability to participate in and lead meetings, conferences, and engagements to exchange information, assist in making decisions, and/or provide updates. The Intelligence Integrator must have the ability to identify and analyze problems and generate recommended solutions based upon experience working with elements of the DoD, interagency and international elements.This position may require recurring domestic and international travel to include deploying to combat zones.The applicant may be called upon to support 24-hour watch operations.RequiredExperience and Education:Applicants must be fully deployable to the required theater of operations, wear uniforms as prescribed by the supported unit commander, and bear arms as prescribed by the supported unit commander.This position requires the ability to obtain and hold a TOP SECRET clearance with SCI eligibility. (Resume must show that proposed employee currently holds a TS clearance with previous access to SCI level of information.)At least 5 years' experience in increasingly responsible positions in one or more military, academic or intelligence community functional areas.At least 2 years' experience providing analytical support to one or more SOF units or commands.At least 1 year of experience providing forward (deployed) support to one or more SOF units or commands.Possess analytical experience at SOTF and higher.Highly DesiredPost 9/11 experience conducting deployed intelligence analysis.Prior experience providing direct deployed support to National SOF elements.Bachelor of Science or Arts degree from an accredited college or university.The SOF Intelligence Integrator should have the ability to perform tasks and provide training to support the client in the uses and capabilities of the following web-based intelligence tools, software, and databases: Multimedia Message Manager (M3), Tripwire Analytic Capability (TAC), NCTC Online, Terrorism Identities Datamart Environment (TIDE), Analyst Notebook /Palantir link analysis software, ArcGIS spatial analysis software, Google Earth spatial analysis software, and Microsoft productivity software and applications as needed.The SOF Intelligence Integrator should have familiarity with the following methodologies: F3EAD, CALEB/IWA, Social Network Analysis and CARVER.PreferredDocumented experience developing or maintaining a Common Intelligence Picture (CIP).Experience providing direct analytical support to HUMINT operations.Experience providing direct targeting support to deployed SOF elements.Scheduled Weekly Hours40Travel Required25-50%T Elecommuting OptionsTelecommuting Not AllowedWork Location:USA VA RestonAdditional Work Locations:We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done. GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",Online Media,Other,"Reston, VA",Full-time,https://www.linkedin.com/company/jobs-interviewing-now-from-hcs?trk=public_jobs_topcard_org_name,"Reston, VA",Not Applicable,2020/5/12,19/5/2020 20:41:38,19/5/2020 20:41:38
94,social network analysis,1833980579,Market Analyst,linkedin,"A leading online trading platform is looking out for a Market Analyst who will cover the APAC region.This role is central to the company's Singapore and APAC presence, and will be responsible for providing market analysis to both internal clients as well as external stakeholders through media interviews, seminars, written reports, as well as website and social media content.The candidate will also be tasked to proactively network within the media industry in order to establish good relationships with key media contacts.A Successful Candidate Must Have The FollowingAt least 2 -3 years' experience with Derivatives/ FX/ Equities productsPrior experience in Market analysis, interviewing with TV networks/ radioExcellent presentation and communication skillsGood command of written English and Mandarin CMFAS Modules 1B and 6AIf you believe you fit the requirements for the role, please click APPLY NOW or drop an email to Ethel.ching@ambition.com.sgData provided is for recruitment purposes only. Business License Number: 200611680D. EA Registration Number: R1656980Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to join our fantastic recruitment business. To apply for Ambition's current global opportunities click here.",Banking,"Marketing,Sales",Singapore,Full-time,https://au.linkedin.com/company/ambitionrecruitment?trk=public_jobs_topcard_org_name,Singapore,Not Applicable,2020/5/12,19/5/2020 20:41:40,19/5/2020 20:41:40
95,social network analysis,1856238970,Data Scientist,linkedin,"Our client, who is a major technology services provider in the region, is looking for a Data Scientists to be responsible for discovering insights and identify business opportunities from datasets._ Responsibilities: Using data sets to identify business opportunities for process and product optimization and using models to test effectiveness of possible course of action through the use of algorithmic, statistical, visualization and data mining techniques Building, implementing models, involve in algorithm creation and running simulation by using data mining and data analyis methods Drive data-driven insights to optimize decision making and drive business results_ Work with stakeholders and functional teams to discover solutions from datasets and improve business outcomes  Requirements: 5+ years relevant IT experience, with good exposure in business process study / system development Experience using statistical      computer languages (R, Python, SQL, etc.) to manipulate data and draw      insights from large data sets. Knowledge and experience in      statistical and data mining techniques: GLM/Regression, Random Forest,      Boosting, Trees, text mining, social network analysis, etc. Experience analyzing data from      3rd party providers: Google Analytics, Site Catalyst, Coremetrics,      Adwords, Crimson Hexagon, Facebook Insights, etc. Can work with both structured      and unstructured data. Experience with distributed      data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. Experience in building      propensity and attribution models.       Experienced in data visualization and presentation to stakeholders",Information Technology and Services,"Information Technology,Engineering,Analyst",Hong Kong SAR,Full-time,https://uk.linkedin.com/company/rp-international?trk=public_jobs_topcard_org_name,Hong Kong SAR,Mid-Senior level,2020/5/12,19/5/2020 20:41:41,19/5/2020 20:41:41
96,social network analysis,1780470382,Senior Cloud Developer,linkedin,"DescriptionJob Description:The Leidos Intelligence Division is seeking a Senior Cloud Developer to support a highly visible fast paced prime contract in the Annapolis Junction, Fort Meade , MD area.PRIMARY RESPONSIBILITIES: Develop and maintain assigned persona analytic tasks requiring implementation, documentation and testing for the Identity &amp; Behavior Discovery team. Analytics will be developed primarily, but not exclusively, in the customer cloud infrastructure. The developer shall possess the necessary skills required to implement an end__o__nd solution including &amp;#64830;but not limited to&amp;#64831; accessing existing datasets, creating new datasets by ingesting data, performing analytic functions and exposing analytic results to the users. The data could be metadata or content.BASIC QUALIFICATIONS/EDUCATION: The candidate must have: Bachelor's Degree and at least eight 8-12 years of general experience in software development/engineering, including requirements analysis, installation, integration, evaluation, enhancement, maintenance, testing, and problem diagnosis/resolution. Additional experience may be considered in lieu of a degree.At least 5 years of experience in software__ntensive projects and programs for government or industry customers.At least six &amp;#64830;6&amp;#64831; years of experience developing software with high level languages &amp;#64830;such as Java, C, C++&amp;#64831;, and at least three &amp;#64830;3&amp;#64831; years developing software in UNIX/Linux &amp;#64830;RedHat versions 3_5+&amp;#64831; and software integration and testing &amp;#64830;to include developing and implementing test plans and scripts&amp;#64831;.At least four &amp;#64830;4&amp;#64831; years of experience with distributed scalable Big Data Store &amp;#64830;NoSQL&amp;#64831; such as HBase, CloudBase/Accumulo, Big Table, etc., as well as MapReduce programming model, the Hadoop Distributed File System (HDFS&amp;#64831;, and technologies such as Hadoop, Hive, Pig, Etc. Shall have demonstrated work experience with 1&amp;#64831; Serialization such as JSON and/or BSON, 2&amp;#64831; developing restful services, and 3&amp;#64831; using source code management toolsPREFERRED QUALIFICATIONS: Experience with Java/Pig MapReduce is required Experience with MDR1 is desired Experience with visualization frameworks JavaScript/Angular and D3 is desiredDesire knowledge of Graph Theory to include Social Network Analysis Experience with Python, is desiredExperience developing software in a Linux environment Experience with customer GHOSTMACHINE analytic development Experience with Jira, Maven and GitExperience with network technologies and protocols Familiarity with customer corporate tools such as DX, TargetProfiler, GeoXplorer, LinkXplorer, Renoir, etc.Work in a team environmentExternal Referral BonusEligiblePotential For TeleworkNoClearance Level RequiredTop Secret/SCI with PolygraphTravelNoScheduled Weekly Hours40ShiftDayRequisition CategoryProfessionalJob FamilySoftware DevelopmentLeidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",Defense & Space,Other,"Fort Meade, MD",Full-time,https://www.linkedin.com/company/leidos?trk=public_jobs_topcard_org_name,"Fort Meade, MD",Mid-Senior level,2020/5/12,19/5/2020 20:41:42,19/5/2020 20:41:42
97,social network analysis,1861003243,CNO Analyst Programmer II,linkedin,"Raytheon Technologies is a premier engineering company which provides technical solutions in software development and systems engineering that address security challenges and strengthen our customers. Raytheon hires industry-leading professionals, and we treat them like industry-leading professionals. We bring exceptional talent to an array of missions that includes computer network operations, vulnerabilities, characterization, information assurance, and emerging technologies to expand cybersecurity solutions.  Raytheon  Technologies  engineers are developing advanced analytics helping transform analysis by making sense of the massive amounts of data that must be processed at break neck speed. Our Knowledge Management expertise includes utilizing semantic web technologies, storage, indexing, retrieval of structured/unstructured data, and social network analysis to extract and build graphic representations.Job DescriptionThe CNO Analyst/Programmer will provide software development in support of custom software design and development of CNO tools and techniques. Candidate will be required to Provide/author documentation, participate in design, code, and software readiness reviews as prescribed by the customer's software development procedures and processes.Required SkillsMinimum eight (8) years experience in computer science, information systems, or network engineering.Minimum six (6) years experience programming in Assembly, C, C#, C++, Java, Perl, or Python.Minimum five (5) years experience developing Windows applications using Visual Studio or .NET environments OR minimum five (5) years experience developing UNIX applications using make files or comparable build environments.Minimum four (4) years experience with programming CNO tools and techniques.Minimum two (2) years experience developing packet-level programs Expert packet-level understanding of IP, TCP, and application-level protocols.Expert ability in UNIX kernel internals and/or low-level Windows internals.Minimum two (2) year experience programming device drivers in Windows and/or UNIX variants.Able to setup and configure version control software (i.e. Subversion, CVS, etc.)Education/Certification requirements: Bachelor's Degree in engineering, computer science or related discipline.Qualified applicants will be subject to a security investigation and must meet minimum requirements for access to classified information. U.S. Citizenship and  currently have a TS/SCI with a poly clearance 157988BR 157988",Renewables & Environment,"Engineering,Information Technology","San Antonio, TX",Full-time,https://www.linkedin.com/company/myjobhelper-com?trk=public_jobs_topcard_org_name,"San Antonio, TX",Entry level,2020/5/9,19/5/2020 20:41:45,19/5/2020 20:41:45
98,social network analysis,1804962935,Neo4j Graph Engineer,linkedin,"About Logically:At Logically we are on a mission to improve the way we consume and interact with the news. In recent years we have witnessed a breakdown in civic discourse, and polarisation of our media and our politics. The effect of misinformation _ the spread of which has only been exacerbated by social media _ has furthered the decline in effective and constructive discourse in society.We believe that, although complex and far-reaching, these problems are not insurmountable. Using advanced AI technologies Logically builds tools that aim to improve the quality of the journalism we read and platforms that contextualise the heaps of information available to us so that we are better informed about the topics that matter to us.In light of the recent spread of fake news and echo chambers across digital platforms, Logically is being built to improve the way you learn about the things that are important to you and your community. Logically will make sure that you can quickly consume credible information, balanced with factual counterpoints and is logically coherent.Your Impact at Logically:_As a machine learning reseach engineer with_specialism_in Neo4J, you will be crucial for the advancement of_Logically___AI platform__ abilities to ingest, process and extract insights from large graph datasets related to 'fake news' and disinformation. You will work with large data sets built in house as well as opensource to train and build state-of-the-art AI models._You will have access to cutting-edge infrastructure, resources to experiment with your data science ideas and deliver impactful solutions to real-world problems. You will play a significant role in the development of novel AI-based solutions which will be used across different products that offer a unique experience to our users/clients for news consumption, discussion, and verification._Responsibilities_Employ the best of graph data base technologies available for solving business problem of disrupting the current practice in insights extraction from news/media data._Develop and prototype machine learning pipelines involving graph data bases and_technologies_that_power_Logically___B2B and B2C products in the areas such as social network analysis, media network analysis_etc.__Contribute and support product requirements for algorithms and features involving Neo4j__ Graph Compute Engine_Implementing Knowledge Graphs, Graph Accelerated ML and Graph Native LearningCollaborate with the engineering team to deploy graph data base driven pipelines and technologies into production to serve_Logically___global users and customers_Research and evaluate open source implementations for cutting-edge graph algorithms__Represent and knowledge share your expertise in Neo4j and Graph AI at conferences and meetups____e'd like to hear from you if you identify with some of the following:_Hands-on exposure to Graph Databases like Neo4J, Janus_etc.._Hands-on exposure to programming and scripting language like Python and_PySpark_Knowledge of working on cloud platforms like GCP, AWS etc._Knowledge of Graph Query languages like CQL, Gremlin etc._Knowledge and experience of Machine Learning_Knowledge of working on Hadoop environment_Familiarity with graph algorithms such as community detection and link prediction",Online Media,"Engineering,Research,Science","Bengaluru, Karnataka, India",Full-time,https://uk.linkedin.com/company/joinlogically?trk=public_jobs_topcard_org_name,"Bengaluru, Karnataka, India",Mid-Senior level,2020/5/9,19/5/2020 20:41:47,19/5/2020 20:41:47
